permit_date,permit_type,city,county,construction_cost,sqft,pitch_angle
2026-01-27,New,Holmdel,MONMOUTH,10804000,97200,"Targeted mortgage protection and whole life insurance can secure your family's future. With a new home valued at $10,804,000 in Holmdel NJ, consider adding $5 million in term life for mortgage coverag"
2026-01-27,New,Howell,MONMOUTH,2606500,17280,"Congratulations on your new permit! To protect your home and family, consider mortgage protection term life, a whole life policy for long-term savings, or a combination of both with New York Life. Let"
2026-01-27,New,Fair Haven,MONMOUTH,679100,4431,"New homeowner in Fair Haven NJ, consider protecting your new home with a mortgage protection policy and a term life insurance plan. For long-term security, our whole life insurance can grow with you w"
2026-01-27,Alteration,Holmdel,MONMOUTH,600000,0,"Given your recent home improvements and investment of $600,000, consider adding mortgage protection and whole life insurance to safeguard your family's financial future in Holmdel NJ."
2026-01-28,New,Manalapan,MONMOUTH,577000,2582,Targeted mortgage protection and comprehensive life insurance solutions can safeguard your family's financial future post-permit. Whole life insurance offers permanent coverage with potential cash val
2026-01-28,New,Manalapan,MONMOUTH,577000,2582,"Targeted mortgage protection with a $577,000 policy, life insurance for your family's future, and whole life options for wealth accumulation. Let's discuss how these can protect your home in Manalapan"
2026-01-28,New,Manalapan,MONMOUTH,577000,2597,"New homeowner in Manalapan NJ, consider protecting your home with mortgage life insurance and a whole life policy from NYL to secure your family's future."
2026-01-28,New,Manalapan,MONMOUTH,577000,2582,Targeted home renovation project? Consider adding mortgage protection and whole life insurance to secure your family's future with New York Life. Protect your investment and peace of mind.
2026-01-28,New,Manalapan,MONMOUTH,577000,2597,Targeted mortgage protection and life insurance coverage alongside a Whole Life policy can provide the financial security you need as a homeowner in Manalapan NJ. Let's discuss how to protect your ass
2026-01-28,New,Manalapan,MONMOUTH,577000,2582,Targeted mortgage protection and whole life insurance can safeguard your new home investment. Protect your family with NYL's solutions.
2026-01-30,Alteration,Brielle,MONMOUTH,366000,1036,"Given your recent home improvements, consider adding mortgage protection and a whole life policy to secure your financial future. Protect what you've built with New York Life's comprehensive solutions"
2026-01-29,New,Wall Twp,MONMOUTH,346340,4454,Protect your family's future with mortgage protection and life insurance from NYL. Consider our whole life policy to build cash value while securing your home investment. Contact us for a free consult
2026-01-29,Demolition,Oceanport,MONMOUTH,300001,0,"Targeted mortgage protection and comprehensive life insurance solutions can safeguard your family's financial future after a tragedy. Consider our term, whole life, or variable universal life options "
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"Targeted homeowner in Oceanport NJ—protect your family with $300,000 Mortgage Protection Insurance and a Whole Life policy from New York Life, ensuring financial security for loved ones. Let's discuss"
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"Given your recent home improvements, consider adding mortgage protection and life insurance to safeguard your family's financial future. A Whole Life policy from New York Life can also provide cash va"
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"New homeowner in Oceanport, protecting your family's future with $300,000 mortgage protection and comprehensive life insurance from New York Life, plus growth potential with whole life options. Let's "
2026-01-29,Demolition,Oceanport,MONMOUTH,300000,0,"Given your recent home renovation with a significant investment, consider protecting your family's future with mortgage protection, life insurance, and whole life solutions from New York Life to ensur"
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"Given your recent demolition project, consider securing $500,000 mortgage protection and $1 million whole life insurance to protect your family's future in Oceanport NJ, especially with significant ho"
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"Targeted mortgage protection and life insurance solutions from New York Life can safeguard your family's financial future after a home loss, while our whole life insurance offers long-term growth pote"
2026-01-29,Demolition,Oceanport,MONMOUTH,300000,0,"Targeted mortgage protection and whole life insurance solutions can secure your family's financial future after a tragedy. With a $300,000 demolition permit, consider our term and whole life options f"
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"Given your recent home improvement project, consider securing $300,000 of mortgage protection and a whole life policy to ensure your family's financial future is secured in case of the unexpected."
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"Given your recent home improvements, consider adding mortgage protection and life insurance to safeguard your family's financial future. Whole life insurance from New York Life can also grow with your"
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,Targeted mortgage protection and comprehensive life insurance solutions can help secure your family's financial future after a tragedy. Our Whole Life Insurance can provide both liquidity for demoliti
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"Given the recent home renovation, consider adding mortgage protection and term life insurance to cover your mortgage if something happens to you or your spouse. Also, a whole life policy can provide l"
2026-01-30,New,Holmdel,MONMOUTH,280100,816,"Targeted mortgage protection and whole life insurance from NYL can safeguard your family's future if the unthinkable happens, while a Whole Life policy grows to provide additional financial security. "
2026-01-28,New,Manalapan,MONMOUTH,277826,3107,"Targeted mortgage protection and life insurance solutions can safeguard your family's financial future, while a Whole Life policy from New York Life grows with you—protecting your home in Manalapan NJ"
2026-01-28,New,Manalapan,MONMOUTH,270826,3107,New home in ManalampaNJ? Protect what you've built with mortgage and life insurance from NYL. Whole life can also grow your wealth over time. Let's discuss how to secure your family's future.
2026-01-28,New,Manalapan,MONMOUTH,270826,3107,"Targeted mortgage protection and whole life insurance from NYL can shield your family's financial future if the worst happens. Protect your home with a policy that matches your $270,826 new permit val"
2026-01-28,New,Manalapan,MONMOUTH,270826,3107,Utilize this new permit to protect your family with mortgage riders on our term life and whole life options from New York Life. Protect your home and ensure your family's financial security.
2026-01-28,New,Manalapan,MONMOUTH,270826,3107,"Targeted mortgage protection and whole life insurance from NYL can secure your family's future if the unexpected happens, while also providing a potential legacy with our flexible whole life options. "
2026-01-30,New,Manalapan,MONMOUTH,235000,3887,"Targeted mortgage protection and whole life insurance solutions can safeguard your family's future and grow their wealth. With a $235K home in Manalapan NJ, consider our term and whole life options fr"
2026-01-27,Addition,Holmdel,MONMOUTH,235000,5082,"Holmdel homeowner, with your recent $235,000 addition project, consider mortgage protection and whole life insurance from New York Life to secure your financial future and protect what you've built."
2026-01-30,Alteration,Manalapan,MONMOUTH,200000,0,"With a recent home improvement project, consider mortgage protection and life insurance to safeguard your investment. Whole life insurance from New York Life offers both protection and potential cash "
2026-01-30,Alteration,Manalapan,MONMOUTH,200000,0,Targeted home improvements suggest increased asset value; consider mortgage protection and whole life insurance from NYL to secure your family's future.
2026-01-30,Alteration,Manalapan,MONMOUTH,200000,0,"With a recent home improvement project, consider mortgage protection and term life insurance to cover your family if the unexpected happens. Plus, Whole Life Insurance from New York Life can provide l"
2026-01-29,Alteration,Little Silver,MONMOUTH,165500,0,"With a new home renovation project underway, consider adding mortgage protection and whole life insurance to secure your financial future. Protect your family's peace of mind with New York Life's solu"
2026-01-30,Addition,Manasquan,MONMOUTH,164500,410,"Targeted mortgage protection and life insurance, plus whole life options from New York Life can secure your family's financial future post-home renovation in Manasquan NJ."
2026-01-29,Alteration,Manalapan,MONMOUTH,153000,0,Targeted mortgage protection and life insurance can help cover your home loan if the unexpected happens. Consider Whole Life from NYL for wealth accumulation and peace of mind. Protect what you've bui
2026-01-30,Alteration,Manalapan,MONMOUTH,150000,0,"Given your recent home improvement project, consider protecting your family with a mortgage protection policy and comprehensive term/whole life insurance from New York Life. Plus, our whole life polic"
2026-01-30,Alteration,Manalapan,MONMOUTH,150000,0,"Targeted mortgage protection and life insurance from New York Life can secure your family's financial future. Pair that with a Whole Life policy for long-term growth, all tailored to your Manalapan NJ"
2026-01-27,Alteration,Wall Twp,MONMOUTH,131226,0,"Given your recent home purchase in Wall Twp NJ and the significant investment you've made, consider protecting your family with a mortgage protection policy from New York Life. Additionally, a term li"
2026-01-27,Alteration,Wall Twp,MONMOUTH,131226,0,"This home improvement project might leave you vulnerable if something happens to your income or your home. Consider adding a mortgage protection term life policy, a whole life policy for long-term fin"
2026-01-30,Alteration,Holmdel,MONMOUTH,121400,0,"With a recent home improvement project costing $121,400, mortgage protection and life insurance can ensure your family's financial security if something unexpected happens. Whole life insurance from N"
2026-01-27,Alteration,Wall Twp,MONMOUTH,112945,0,Targeted mortgage protection and whole life insurance from New York Life can safeguard your family's financial future if the worst happens while you're paying off that home in Wall Twp NJ.
2026-01-28,Alteration,Atlantic Highlands,MONMOUTH,109000,612,"Given your recent home improvements and the value added to your property with the $109,000 alteration, consider protecting that investment with a mortgage protection policy, a term life insurance plan"
2026-01-30,Alteration,Marlboro,MONMOUTH,92900,0,"Marlboro homeowner, protecting your home and family starts with $92,900 in mortgage protection from a Whole Life policy that grows with you at New York Life. Let's discuss how to secure both today."
2026-01-29,Alteration,Howell,MONMOUTH,90500,0,"New homeowner, consider mortgage protection and life insurance to secure your family's future. Whole life from New York Life offers liquidity and can help cover mortgage balances if the unexpected occ"
2026-01-30,Alteration,Manalapan,MONMOUTH,88000,0,Targeted mortgage protection and whole life insurance from New York Life can provide financial security for your family if the worst happens while you're paying off that new home in Manalapan NJ.
2026-01-27,Alteration,Upper Freehold,MONMOUTH,84981,0,"Consider protecting your family with a mortgage-term life policy and a whole life insurance policy from New York Life. If you were to pass away, your mortgage would be covered, and your family wouldn'"
2026-01-27,Alteration,Howell,MONMOUTH,84000,0,"Targeted mortgage protection and life insurance can safeguard your family's financial future, while whole life insurance from New York Life offers both coverage and potential cash value growth. Protec"
2026-01-28,Alteration,Beach Haven,OCEAN,6164987,1014,"Given your recent home improvement project, consider protecting your investment with a mortgage protection policy and a whole life insurance plan from New York Life to ensure your family's financial s"
2026-01-28,New,Lakewood,OCEAN,3000000,16474,"Lakewood homeowner, with a new $3M home improvement project, consider securing your family's future with mortgage protection, life insurance, and whole life solutions from New York Life."
2026-01-30,Alteration,Toms River,OCEAN,1720907,0,"Given your recent home improvement project, consider protecting your investment with a mortgage protection term life policy and a whole life policy for lasting coverage. Both options from New York Lif"
2026-02-02,New,Mantoloking,OCEAN,1399000,216,"Targeted mortgage protection and whole life insurance from NYL can safeguard your family's future with a $1M+ death benefit, while building cash value. Protect what matters most in Mantoloking."
2026-01-30,New,Stafford,OCEAN,962220,3649,"Targeted mortgage protection and comprehensive life insurance solutions can safeguard your family's financial future. With a new $962,220 home in Stafford NJ, a whole life policy from New York Life ca"
2026-01-30,Alteration,Jackson,OCEAN,630000,0,"Given your recent home improvement project and the value of your property now at $630,000, consider protecting it with a mortgage protection policy and a whole life insurance plan from New York Life t"
2026-01-29,Alteration,Jackson,OCEAN,515000,0,"Given your recent home improvements, consider mortgage protection and life insurance to secure your family's financial future. Whole life insurance from New York Life can also grow in value, protectin"
2026-01-29,Addition,Lakewood,OCEAN,502000,46407,"With a $502,000 addition underway, consider mortgage protection and whole life insurance from New York Life to secure your financial future and protect your family."
2026-02-02,Alteration,Mantoloking,OCEAN,475000,0,"Targeted mortgage protection and whole life insurance from New York Life can shield your family if the worst happens, ensuring your mortgage is covered and providing long-term financial security."
2026-01-29,New,Barnegat,OCEAN,408181,3619,"With a new home and a recent $408,181 construction permit, mortgage protection and comprehensive life insurance can safeguard your family's financial future. Whole life insurance offers permanent cove"
2026-01-29,New,Barnegat,OCEAN,408181,3665,"Targeted mortgage protection and life insurance from NYL can shield your family if the worst happens. Plus, our Whole Life policy grows cash value with term-like premiums. Protect what you've built in"
2026-01-30,New,Toms River,OCEAN,402000,2591,"Given your recent home purchase and new construction project, consider adding mortgage protection and term life insurance to cover your family if something were to happen to you. For long-term securit"
2026-01-30,New,Toms River,OCEAN,402000,2591,"New homeowner in Toms River, consider protecting your home with a mortgage protection policy and a term life or whole life insurance from New York Life to ensure your family's future is secure."
2026-01-30,New,Toms River,OCEAN,402000,2591,Targeted mortgage protection and life insurance can secure your family's future. Consider Whole Life Insurance from NYL to cover your mortgage and provide long-term financial security. Protection star
