permit_date,permit_type,city,county,construction_cost,sqft,pitch_angle
2026-01-27,New,Holmdel,MONMOUTH,10804000,97200,"New homeowner in Holmdel NJ, with a significant home improvement project, consider adding mortgage protection and life insurance to ensure your family's financial security, or explore whole life for l"
2026-01-27,New,Howell,MONMOUTH,2606500,17280,"Congratulations on your new home project! Protect it with a mortgage term life policy, secure your family's future with whole life insurance, and consider our universal life options for long-term grow"
2026-01-27,New,Fair Haven,MONMOUTH,679100,4431,"New homeowner in Fair Haven NJ, with a recent $679,100 home improvement project, consider protecting your investment with mortgage life insurance and whole life solutions from New York Life. Protect y"
2026-01-27,Alteration,Holmdel,MONMOUTH,600000,0,"Holmdel homeowner, securing your home with a $600K alteration project? Protect it and yourself with New York Life's mortgage protection, life insurance, and whole life solutions to keep your financial"
2026-01-28,New,Manalapan,MONMOUTH,577000,2582,"Targeted mortgage protection and comprehensive life insurance solutions from NYL can secure your family's future if the unexpected happens. Plus, our Whole Life Insurance grows cash value over time to"
2026-01-28,New,Manalapan,MONMOUTH,577000,2582,"Targeted mortgage protection and life insurance coverage up to $577,000 can secure your family's future. Consider adding Whole Life Insurance from New York Life for additional liquidity and estate pla"
2026-01-28,New,Manalapan,MONMOUTH,577000,2597,"Targeted mortgage protection and life insurance, plus whole life options from NYL can secure your family's future if the unexpected happens. Protect that new home investment worth $577,000. Schedule a"
2026-01-28,New,Manalapan,MONMOUTH,577000,2582,"New homeowner in Manalapan NJ, consider protecting your new home with mortgage protection and life insurance from NYL, plus build wealth with our whole life options."
2026-01-28,New,Manalapan,MONMOUTH,577000,2597,"Targeted mortgage protection and life insurance can safeguard your family's financial future, especially with your recent home improvement project valued at $577,000. Whole life insurance from NYL pro"
2026-01-28,New,Manalapan,MONMOUTH,577000,2582,"Targeted mortgage protection and life insurance for your new home in Manalapan NJ, plus grow your wealth with Whole Life from New York Life. Protect what you've built and secure your family's future."
2026-01-30,Alteration,Brielle,MONMOUTH,366000,1036,"Explore mortgage protection and life insurance to secure your family's future. A whole life policy can also grow with your family’s needs, ensuring financial stability in unforeseen circumstances."
2026-01-29,New,Wall Twp,MONMOUTH,346340,4454,"Targeted mortgage protection and whole life insurance from NYL can secure your family's future if the unthinkable happens, while also offering potential cash value growth. Protect your home and peace "
2026-01-29,Demolition,Oceanport,MONMOUTH,300001,0,"Oceanport homeowner, protecting your family's financial future with mortgage protection and whole life insurance from New York Life can provide the security you need if something unexpected happens to"
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"Given your recent demolition work on a $300,000 home in Oceanport, NJ, consider protecting your investment with mortgage protection and comprehensive life insurance, including Whole Life from New York"
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"Targeted mortgage protection and life insurance solutions, plus Whole Life from New York Life, can secure your family's financial future if the worst happens while you have significant home equity."
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"With a $300,000 demolition project underway, consider adding mortgage protection and whole life insurance to secure your family's financial future. Protect what you've built with New York Life."
2026-01-29,Demolition,Oceanport,MONMOUTH,300000,0,"With a $300,000 demolition project underway, consider mortgage protection and life insurance to secure your family's financial future. Whole life from New York Life can provide cash value growth and p"
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"Targeted mortgage and life insurance solution from New York Life can protect your family if the worst happens, ensuring your mortgage is covered with term life. Pair it with a Whole Life policy for lo"
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"New York Life can secure your family's financial future with mortgage protection, life insurance, and whole life options to cover the $300,000 demolition costs if something unforeseen happens."
2026-01-29,Demolition,Oceanport,MONMOUTH,300000,0,"Given your recent home improvement project, consider adding mortgage protection and whole life insurance from New York Life to secure your family's future. Protect what you've built."
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"Oceanport homeowner: With a recent demolition permit for $300,000, securing mortgage protection and building a whole life policy can safeguard your family's future. Let's discuss how NYL can protect y"
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"With a $300K demolition project underway, consider adding mortgage protection and term life insurance to cover your family if the unexpected happens. A whole life policy can also build cash value over"
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"With a demolition permit for $300,000, consider mortgage protection and life insurance to secure your family's future, or explore whole life insurance for long-term financial stability with potential "
2026-01-30,Demolition,Oceanport,MONMOUTH,300000,0,"Given your recent demolition project, consider protecting your investment with a mortgage protection policy and a whole life insurance plan from New York Life to ensure your family's financial securit"
2026-01-30,New,Holmdel,MONMOUTH,280100,816,Targeted mortgage protection and $280K+ whole life policy to safeguard your home investment and family's future. Discuss options?
2026-01-28,New,Manalapan,MONMOUTH,277826,3107,"Protect your family's future with mortgage protection and whole life insurance from New York Life. Secure a policy that covers a $277,826 term aligned with your new home value plus the flexibility of "
2026-01-28,New,Manalapan,MONMOUTH,270826,3107,"Targeted mortgage protection and whole life insurance from NYL can secure your family's financial future. Protect your home with a policy that matches your $270,826 permit value. Schedule an appointme"
2026-01-28,New,Manalapan,MONMOUTH,270826,3107,Targeted mortgage protection and comprehensive life insurance can shield your family from financial setbacks if the unexpected happens. Pair that with Whole Life Insurance for long-term growth—perfect
2026-01-28,New,Manalapan,MONMOUTH,270826,3107,Targeted mortgage protection and life insurance from New York Life can safeguard your family's future. Pair that with our whole life policy for long-term growth. Protect your home and loved ones with 
2026-01-28,New,Manalapan,MONMOUTH,270826,3107,"Targeted mortgage protection and whole life insurance from New York Life can secure your family's future if the unthinkable happens. With a policy of $300,000, you'll protect your home investment and "
2026-01-30,New,Manalapan,MONMOUTH,235000,3887,Targeted mortgage protection and whole life insurance from NYL can secure your family's future if the unthinkable happens while you're building equity in your Manalapan NJ home. Protect what you've bu
2026-01-27,Addition,Holmdel,MONMOUTH,235000,5082,"Given your recent home improvements, consider adding mortgage protection and life insurance to safeguard your new investment. Whole life insurance from New York Life can provide cash value growth and "
2026-01-30,Alteration,Manalapan,MONMOUTH,200000,0,"New Jersey homeowner, with a recent $200,000 alteration project, consider protecting your mortgage and family with New York Life's term, whole life, or mortgage protection options. Protect what you've"
2026-01-30,Alteration,Manalapan,MONMOUTH,200000,0,"With a recent home improvement project, consider mortgage protection and life insurance to secure your family's financial future. Whole life insurance can also build cash value over time. Let's discus"
2026-01-30,Alteration,Manalapan,MONMOUTH,200000,0,"Targeted mortgage and life insurance protection up to $500,000 in coverage for your home in Manalapan NJ, with flexible options including term, whole life, or Variable Universal Life from New York Lif"
2026-01-29,Alteration,Little Silver,MONMOUTH,165500,0,"Consider adding mortgage protection and whole life insurance to your portfolio to secure your family's future if the unexpected happens. With a home in Little Silver valued at over $165,500, NYL can h"
2026-01-30,Addition,Manasquan,MONMOUTH,164500,410,"With your recent home improvements, consider adding mortgage protection and whole life insurance from New York Life to secure your family's future and protect your investment in your Manasquan NJ home"
2026-01-29,Alteration,Manalapan,MONMOUTH,153000,0,"Consider adding mortgage protection and whole life insurance to your financial portfolio for peace of mind on your new home investment worth $153,000."
2026-01-30,Alteration,Manalapan,MONMOUTH,150000,0,"With a recent home improvement project and a $150,000 alteration permit, you've made a significant investment in your property. Protect it—and your family—with mortgage protection, comprehensive life "
2026-01-30,Alteration,Manalapan,MONMOUTH,150000,0,"Targeted mortgage protection and whole life insurance can safeguard your family's financial future. With a $150,000 home improvement project in Manalapan NJ, consider New York Life's comprehensive sol"
2026-01-27,Alteration,Wall Twp,MONMOUTH,131226,0,"Given your recent home improvement project, consider protecting what you've built with Mortgage Protection and Whole Life Insurance from New York Life."
2026-01-27,Alteration,Wall Twp,MONMOUTH,131226,0,"Review your current mortgage protection with us to ensure you're covered if the unexpected happens. Consider adding $500,000 in term life and a Whole Life policy valued at $250,000 for long-term finan"
2026-01-30,Alteration,Holmdel,MONMOUTH,121400,0,Holmdel homeowner: Protect your family's future with mortgage protection and life insurance from New York Life. Consider adding whole life for long-term value and liquidity.
2026-01-27,Alteration,Wall Twp,MONMOUTH,112945,0,"Given your recent home improvement project, consider protecting your investment with a mortgage protection term life insurance policy and a whole life policy from New York Life to ensure your family's"
2026-01-28,Alteration,Atlantic Highlands,MONMOUTH,109000,612,"Considering your recent home improvements and mortgage, securing mortgage protection with a term policy or a Whole Life policy from New York Life can provide peace of mind. Protect what you've built!"
2026-01-30,Alteration,Marlboro,MONMOUTH,92900,0,"Marlboro homeowner, protecting your family's financial future with mortgage and life insurance, plus Whole Life from New York Life for flexible savings."
2026-01-29,Alteration,Howell,MONMOUTH,90500,0,"Consider securing your family's financial future with New York Life: Protect your mortgage with our mortgage protection plan, ensure they're covered with term/whole life insurance, and grow their weal"
2026-01-30,Alteration,Manalapan,MONMOUTH,88000,0,"With a recent home improvement project and an $88,000 alteration permit, protecting your investment with Mortgage Protection or Whole Life Insurance from New York Life can provide financial security f"
2026-01-27,Alteration,Upper Freehold,MONMOUTH,84981,0,"Given your recent home improvement project, consider mortgage protection and term life insurance to safeguard your investment. Whole life insurance can also provide a cash value component for long-ter"
2026-01-27,Alteration,Howell,MONMOUTH,84000,0,"New Jersey homeowner, consider mortgage protection and life insurance from New York Life to secure your family's future. Whole life can also grow in value while providing liquidity. Protect what matte"
2026-01-28,Alteration,Beach Haven,OCEAN,6164987,1014,"Beach Haven homeowner, securing your family's future with mortgage protection and whole life insurance from New York Life ensures you're covered for unexpected events. Protect what you've built and le"
2026-01-28,New,Lakewood,OCEAN,3000000,16474,"Lakewood homeowner, with a recent $3M home improvement project, consider adding mortgage protection and whole life insurance from NYL to secure your family's future and protect your investment."
2026-01-30,Alteration,Toms River,OCEAN,1720907,0,Targeted mortgage protection and whole life insurance from New York Life can secure your family's financial future. Protect your home with our term insurance and build long-term wealth with whole life
2026-02-02,New,Mantoloking,OCEAN,1399000,216,"New homeowner in Mantoloking NJ, with a significant investment of $1,399,000, consider adding mortgage protection and term life insurance to cover your home loan, or explore whole life insurance for l"
2026-01-30,New,Stafford,OCEAN,962220,3649,"Targeted mortgage protection and comprehensive life insurance with Whole Life from NYL can safeguard your family's financial future, ensuring they're protected against unexpected losses. Protect your "
2026-01-30,Alteration,Jackson,OCEAN,630000,0,"Targeted mortgage protection and comprehensive life insurance from New York Life, along with flexible whole life options, can safeguard your family's future if the unexpected happens while you're buil"
2026-01-29,Alteration,Jackson,OCEAN,515000,0,"Targeted mortgage and life insurance coverage up to $725,000 is wise given your recent home purchase in Jackson, NJ. Whole life insurance offers long-term protection and potential cash value growth. L"
2026-01-29,Addition,Lakewood,OCEAN,502000,46407,"Given your recent home improvements, consider protecting your mortgage and family with a Term Life Insurance policy from New York Life, paired with Whole Life for long-term financial security."
2026-02-02,Alteration,Mantoloking,OCEAN,475000,0,"Given your recent home improvement project and the value of your property ($475K), consider protecting it with a mortgage protection policy, life insurance to ensure your family's financial security, "
2026-01-29,New,Barnegat,OCEAN,408181,3619,"Targeted mortgage protection and life insurance, plus build wealth with Whole Life from NYL, safeguard your family's future post-permit. Schedule a call to review options."
2026-01-29,New,Barnegat,OCEAN,408181,3665,"Targeted mortgage protection and comprehensive life insurance from New York Life can safeguard your family's financial future with a $408,181 policy, while whole life insurance offers long-term growth"
2026-01-30,New,Toms River,OCEAN,402000,2591,"With a new home and potential mortgage, consider adding $500,000 of Term Life Insurance and $300,000 of Whole Life from New York Life to protect your family's future in Toms River NJ."
2026-01-30,New,Toms River,OCEAN,402000,2591,"Targeted mortgage protection and life insurance with a Whole Life policy can provide financial security for your family if the worst happens, ensuring your home is protected in Toms River NJ."
2026-01-30,New,Toms River,OCEAN,402000,2591,"New homeowner in Toms River NJ, securing your home and family's future with $402,000 in new equity? Consider mortgage protection, life insurance, and whole life solutions from New York Life to ensure "
2026-01-26,Addition,Stafford,OCEAN,365200,1271,Targeted mortgage protection and whole life insurance can safeguard your family's financial future if the unthinkable happens while you're paying off that new home in Stafford NJ. Protect what you've 
2026-01-28,New,Toms River,OCEAN,350000,1,"With a new home renovation project underway, consider adding mortgage protection and whole life insurance to ensure your family's financial security if the unexpected happens. Protect your investment "
2026-01-27,New,Lacey,OCEAN,336500,3105,"Lacey homeowner, with a recent $336,500 home improvement project, consider adding mortgage protection and whole life insurance to secure your financial future and protect your family."
2026-01-26,New,Toms River,OCEAN,314650,1742,"Targeted mortgage protection and life insurance, plus whole life options from NYL can secure your family's future if the unexpected happens. Protect that new home with a $314,650 policy. Contact me to"
2026-01-26,Addition,Berkeley Twp,OCEAN,304000,406,"Berkeley Twp homeowner, protecting your home and family with mortgage protection and whole life insurance from New York Life ensures you can cover your debts and provide for your loved ones should the"
2026-01-28,New,Manchester,OCEAN,253000,2464,New homeowner? Consider mortgage protection and life insurance from New York Life to secure your family's future. A whole life policy can also build cash value and provide long-term protection. Contac
2026-01-28,New,Manchester,OCEAN,253000,2464,"Targeted mortgage protection and life insurance from NYL can shield your family if the worst happens, while a Whole Life policy builds cash value over time. Let's discuss how to protect what you've bu"
2026-01-30,New,Eagleswood,OCEAN,214000,4280,"Considering your recent home improvement project with a $214,000 permit, mortgage protection and whole life insurance can safeguard your family's future. Let's discuss how these solutions can provide "
2026-01-29,New,Toms River,OCEAN,185550,1120,Targeted mortgage protection and life insurance can shield your family from financial strain if the worst happens. Consider Whole Life Insurance from NYL to cover your mortgage while growing value for
2026-01-29,Alteration,Jackson,OCEAN,172000,0,"Jackson homeowner, securing $172,000 for your home improvement with a mortgage protection policy and comprehensive life insurance ensures your family's financial future. Consider adding a whole life p"
2026-02-04,New,Beachwood,OCEAN,157000,1652,"New homeowner in Beachwood NJ, protecting your home with mortgage protection and ensuring your family's future with life insurance and whole life from New York Life can provide the financial security "
2026-01-27,Alteration,Lacey,OCEAN,147001,0,"Lyle from Lacey NJ, securing your home with mortgage protection and whole life insurance ensures your family's financial future if the unexpected happens. Protect what you've built with New York Life."
2026-01-30,New,Lakewood,OCEAN,140100,1,"Tap into our mortgage protection and life insurance options to secure your family's financial future. For additional peace of mind, consider Whole Life Insurance from NYL, which grows cash value over "
2026-01-29,New,Lakewood,OCEAN,131000,1,"With a new home and a significant investment, consider adding mortgage protection and whole life insurance from New York Life to secure your family's future. Protect what you've built with our compreh"
2026-01-29,Alteration,Lakewood,OCEAN,125000,0,"Lakewood homeowner, securing your family's future with mortgage protection and life insurance from New York Life, plus building wealth with our whole life policy could be just what you need post-renov"
2026-01-27,Addition,Toms River,OCEAN,125000,207,"With a $125,000 addition underway, securing mortgage protection and building comprehensive life insurance with whole life options can safeguard your family's future in Toms River NJ. Let's discuss how"
2026-01-29,Addition,Toms River,OCEAN,121100,50,"With a home improvement project underway, consider mortgage protection and whole life insurance to secure your family's future and protect your investment in your Toms River NJ home."
2026-01-28,Addition,Lakewood,OCEAN,117500,1065,"With a $117,500 addition underway, mortgage protection and whole life insurance can secure your family's financial future in case of the unexpected. Let’s review how NYL solutions can protect your hom"
2026-01-30,Alteration,Jackson,OCEAN,103120,0,Explore mortgage protection and life insurance to secure your family's future. Whole life can also grow alongside your needs. Contact us for a review.
2026-01-29,Alteration,Mantoloking,OCEAN,98850,0,"Given your recent home improvement project and a $98,850 alteration permit in Mantoloking, NYL can protect your investment with mortgage protection, life insurance, and whole life solutions to ensure "
2026-01-29,Addition,Brick,OCEAN,96875,266,"Targeted mortgage protection and whole life insurance from New York Life can secure your family's financial future if the unexpected happens, while also offering potential cash value growth. Protect y"
2026-01-26,Addition,Stafford,OCEAN,95800,1183,"Targeted mortgage protection and whole life insurance can secure your family's future. Protect your home with a policy from New York Life that fits your budget, like our Mortgage Protection Plus or a "
2026-01-29,Addition,Lakewood,OCEAN,85000,1559,"Given your recent home improvements, consider adding mortgage protection and term life insurance to cover your loan. For long-term security, a Whole Life policy can build cash value while providing co"
2026-01-28,Alteration,Plumsted,OCEAN,84100,0,"Given your recent home improvement project, consider protecting your mortgage investment with a term life policy and explore options like our Whole Life Insurance for comprehensive financial security."
2026-01-30,Alteration,Jackson,OCEAN,80000,0,Targeted mortgage protection and life insurance from New York Life can shield your family if you pass away or become unable to work. Whole life policies offer both coverage and cash value growth. Prot
2026-01-30,New,Woodbridge,MIDDLESEX,15608480,178560,"Given your recent home improvement project and new construction permit in Woodbridge NJ, consider adding mortgage protection and whole life insurance to secure your financial future. Protect what you'"
2026-01-27,Alteration,Woodbridge,MIDDLESEX,2020000,0,Leverage your new home's significant value with a mortgage protection term life insurance policy and a whole life insurance policy to secure your family's financial future. Protect what you've built.
2026-01-27,Alteration,Carteret,MIDDLESEX,700000,0,"Given your recent home improvement project, consider protecting your investment with mortgage protection, life insurance, and whole life solutions from New York Life to ensure your family's financial "
2026-02-06,Alteration,Edison,MIDDLESEX,601249,0,Targeted mortgage protection and whole life insurance from NYL can secure your family's future if the unthinkable happens while you're paying off that new home in Edison NJ. Protection starts today fo
2026-01-29,Alteration,Edison,MIDDLESEX,533560,0,"Given your recent home improvement project, consider protecting your financial future with mortgage protection and life insurance from New York Life. Whole life can also build cash value over time, en"
2026-01-29,Addition,Woodbridge,MIDDLESEX,496500,2317,"Targeted mortgage protection and whole life insurance can help secure your family's financial future if something unexpected happens to you or your spouse. Given your recent home improvements, conside"
2026-02-06,New,Edison,MIDDLESEX,492000,3745,"New homeowner in Edison NJ, with a recent $492,000 home improvement project, consider mortgage protection and life insurance from New York Life to secure your family's financial future, or explore Who"
2026-01-30,New,Edison,MIDDLESEX,436000,5166,"Targeted mortgage protection and whole life insurance from NYL can secure your family's future if the unthinkable happens, while also offering potential cash value growth. Protect your home and peace "
2026-02-04,Alteration,Edison,MIDDLESEX,372750,0,"Considering your recent home improvement project, securing $372,750 in mortgage protection and a whole life policy can provide financial peace of mind, ensuring your family is protected and your home "
2026-02-04,Addition,Metuchen,MIDDLESEX,352600,331,"Targeted mortgage protection and whole life insurance from New York Life can safeguard your family's future while building cash value, ideal for your recent home improvements in Metuchen NJ."
2026-01-27,Addition,Edison,MIDDLESEX,279000,7682,"Targeted mortgage and life insurance protection up to $350,000 term, plus permanent whole life for $180,000 coverage, ensuring your family's financial security if the unexpected happens."
2026-01-29,Addition,Edison,MIDDLESEX,191000,2948,"With a new addition to your home valued at $191,000, consider mortgage protection and life insurance from New York Life to secure your financial future. Whole life insurance can also grow with your fa"
2026-01-30,Alteration,Old Bridge,MIDDLESEX,180000,0,"Given your recent home improvement project and the value of your property, consider protecting it with mortgage protection, life insurance, and Whole Life from New York Life to ensure your family's fi"
2026-01-29,Alteration,South Brunswick,MIDDLESEX,178500,0,"South Brunswick homeowner, with a recent $178,500 home improvement project, consider protecting your investment with mortgage protection and life insurance from New York Life, plus the long-term growt"
2026-02-05,Addition,Edison,MIDDLESEX,169000,717,Leverage your home renovation with a mortgage protection plan and whole life insurance from New York Life to secure your family's future while building wealth.
2026-01-30,Alteration,Metuchen,MIDDLESEX,167000,0,"Given your recent home improvements and the value of your property ($167,000 alteration), it's crucial to protect your mortgage investment with a term life insurance policy from New York Life, ensurin"
